,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
732,732,185538,B001NZVW4O,XXX,XXX,0,0,5,1326758400,EXCELLENT FOOD,"EXCELLENT FOOD , GREAT VALUE, MY DOG LOVES IT AND IS GOOD FOR DOGS WITH ALLERGIES.  I WILL PURCHASE AGAIN.",Positive,,,zz,0.114107581,0.058985424,0.078999211,0.171360757,0.242742382,0.11702391,0.089664481,0.242742382,5,Packaging,,,,
733,733,185916,B001KUSL0K,XXX,XXX,1,1,4,1237075200,good breakfast cerial,"Being one of the people who has problems with too much oat bran, I find this to be a good alternative to oatmeal in the morning.",Positive,,,zz,0.08098802,0.055421089,0.105555189,0.107178832,0.021062042,0.053682916,0.02283341,0.107178832,4,Nutrition,,,,
734,734,186294,B002LN1ME2,XXX,XXX,1,2,4,1325376000,Not sure it helps much,"I mainly bought this because my son has fairly bad ADHD and I wanted to try more natural routes before things like medication. I am not sure it helps him that much at all, but I know it does help me calm down enough to get sleep when I remember to take it. Which is good, because my insomnia was driving me absolutely nuts!<br />I have to get more 100% cranberry juice, because I prefer this mixed in with juice than I do with water.",Positive,,,zz,0.097747225,0.084507517,0.168580199,0.160603543,0.086060168,0.084045583,0.143792542,0.168580199,3,Flavor/Taste,,,,
735,735,186672,B000MWF93Y,XXX,XXX,1,2,2,1223942400,Disappointed with freshness,These candy bars were not very fresh. Of course they are Wunderbars and still taste pretty good! They end up costing quite a bit which would be fine if they were fresh!,Negative,,,zz,0.069824846,0.046236941,0.098808688,0.121627876,0.066279544,0.088696387,0.060859065,0.121627876,4,Nutrition,,,,
736,736,187050,B000HBO14I,XXX,XXX,0,0,5,1266451200,SWEET and TASTY,"No complaints here. Will order again, recommend to others, and spend the money I saved buying this on something else.",Positive,,,zz,0.080336621,0.013382763,0.06932085,0.096103249,0.060237998,0.127597074,0.062597085,0.127597074,6,Price,,,,
737,737,187428,B001IZHSII,XXX,XXX,1,2,5,1282089600,Best Flavor,This is by far my most favorite gum flavor.  It is both sweet and fresh.  I recommend it to anyone who likes mint and fresh breath.,Positive,,,zz,0.0487875,0.029098487,0.153885069,0.094104471,0.023718036,0.05948899,0.055821609,0.153885069,3,Flavor/Taste,,,,
738,738,187806,B00472OAJ4,XXX,XXX,2,2,4,1278115200,dog like Halo,I saw Halo advertised on the Ellen show and decided to try it. Our Maltese really likes it. So far I am mixing it with his old food but eventually will change over. I like the fact that it doesn't have extra junk in the food.,Positive,,,zz,0.138493213,0.088946323,0.114078394,0.118096922,0.071852405,0.073838149,0.121325009,0.138493213,1,After Effect,,,,
739,739,188184,B001NXM3I0,XXX,XXX,0,0,4,1315267200,"Less Mess, Less Fuss","These puffs are our go to trip food.  They're not too messy and they taste fresh and not too sweet.  They're also not bad for adults either, when you need to nibble on something but don't want a huge calorie commitment.",Positive,,,zz,0.081922415,0.067277502,0.118678082,0.135843483,0.05610722,0.065095444,0.129772114,0.135843483,4,Nutrition,,,,
740,740,188562,B00474VPLI,XXX,XXX,0,0,5,1340755200,Smooooth,Great rich light roast cup of coffee and second only to my favorite mocca java (it is not chocolate flavored rather a region where the beans are grown)!,Positive,,,zz,0.167510616,0.095544705,0.234439174,0.076537564,0.066810529,0.102862874,0.154269319,0.234439174,3,Flavor/Taste,,,,
741,741,188940,B001E0TBA0,XXX,XXX,3,9,3,1239408000,Tastes horrible but I think it helped.,"I was told to use this product for tight muscles.  It seemed to help with that.  It tastes so bad, I have to put it in juice  to hide the taste.",Positive,,,zz,0.068704228,0.024645399,0.102724174,0.123535062,0.031281037,0.059972261,0.093249073,0.123535062,4,Nutrition,,,,
742,742,189318,B000F4J73W,XXX,XXX,1,2,5,1245196800,Makes great iced tea,I go through a ton of iced tea in the summer and I brew it in a Mr. Coffee Iced Tea Pot.  Twinings English (or Irish) Breakfast Tea tastes great!  About four tablespoons in a coffee filter (with the top twisted shut and a second filter placed upside-down over it in the Pot) is juuuust right!  Much more economical to use loose tea than tea bags.  I've been buying it from here for the past couple of years.,Positive,,,zz,0.187631367,0.080146141,0.181346349,0.109080194,0.066686839,0.157865157,0.100426846,0.187631367,1,After Effect,,,,
743,743,189696,B001EO5Q64,XXX,XXX,0,0,4,1324080000,Great for eczema lotion and cooking oil!,"I've been using coconut oil to soothe my baby's eczema, as well as using it as my primary cooking oil! Wonderful, healthy, healing fat!",Positive,,,zz,0.068212257,0.173220199,0.100436377,0.152736395,0.113978093,0.072017598,0.171487925,0.173220199,2,Cooking time,,,,
744,744,190074,B0000DGG1U,XXX,XXX,0,0,5,1306713600,Beautiful Tree,"This tree came in such great packaging, it never lost a leaf. It is a beautiful bonsai and the trunk is nice and twisted. I have seen these at my local nurseries selling for over seventy-five dollars. This is a great buy!",Positive,,,zz,0.063308891,0.070575805,0.08727983,0.091624128,0.115530605,0.082057132,0.08712047,0.115530605,5,Packaging,,,,
745,745,190452,B003VCULUS,XXX,XXX,0,0,5,1342483200,One of the best instant coffees out there,"I was introduced to this coffee several years ago by a visiting scholar from Korea, and I have been drinking it ever since.<br />I used to have a local way to purchase it, but then was forced to start looking online.<br />You don't need to add anything to these little packets, they are already preflavored.<br />I do mix in some flavored creamers from time to time, but you don't have to.<br />I have probably drank over 1000 of these instant packets over the past several years and couldn't reccommend them more.",Positive,,,zz,0.155753326,0.139561535,0.213536737,0.155071404,0.169976213,0.112451912,0.130370273,0.213536737,3,Flavor/Taste,,,,
746,746,190830,B0040BDDWM,XXX,XXX,1,1,5,1317945600,Delicious doggie goodies!,My dog loves these treats-it must be the sweet potatoes! Great for training or regular rewarding for tricks. I will be buying more!,Positive,,,zz,0.069347839,0.047860166,0.130283475,0.155062599,0.042105504,0.123950906,0.08750937,0.155062599,4,Nutrition,,,,
747,747,191208,B008EDMHVU,XXX,XXX,1,1,5,1326240000,"Quick, yet delicious!",This mix is one of the better I've used.  Mixes well and there isn't a grainy texture.  I added potatoes as well.  The entire family raves over it.,Positive,,,zz,0.127744547,0.064057796,0.129402792,0.15628985,0.09914011,0.087630131,0.09539189,0.15628985,4,Nutrition,,,,
748,748,191586,B000WFN0VO,XXX,XXX,2,2,5,1297296000,Great!,Switched over my British Shorthair over to Wellness from Fancy Feast and no more nasty poop issues!  Wellness may be expensive but its worth the cost. Pay now or pay later is the way I look at it and why not take care of your kitty!,Positive,,,zz,0.042305319,0.020319775,0.072885667,0.055001532,0.10550948,0.042830188,0.063352161,0.10550948,5,Packaging,,,,
749,749,191964,B000Q5X876,XXX,XXX,0,0,5,1272844800,Best snack and lunch box filler,"I really love these Clif fruit ropes and so does my son.  They're easy to pack and not at all messy to eat.  He finds the sour apple a little too sour but I love all the flavors.  For traveling, you can't beat these as a snack. For lunchboxes, they're a great ""extra"" treat without being too sugary.",Positive,,,zz,0.098382922,0.099978524,0.164105937,0.169138903,0.050874191,0.08375432,0.162874466,0.169138903,4,Nutrition,,,,
750,750,192342,B006GA666U,XXX,XXX,1,1,5,1270252800,New Orleans Coffee,I tried Emeril's Big Easy Bold for Keurig and found it to be a top coffee with strong taste and flavor.,Positive,,,zz,0.289581601,0.123234855,0.169971074,0.091842707,0.100853196,0.08974212,0.113916296,0.289581601,1,After Effect,,,,
751,751,192720,B0031UBWLM,XXX,XXX,3,3,5,1309910400,Happy baby makes a happy mommy!,"My son LOVES the Ella's kitchen line of organic baby foods. By far his favorite has to be the Spinach, Apple and Rutabaga. I'm always tasting his foods before I give it to him and this is something I would eat! My son was EBF until 6 months, and I started out making his own organic baby food, but working full time and being a single mom it was taking up too much time that I could be spending with my son. I researched the Ella's kitchen organic baby food and decided to try it out, and we haven't found a kind he dislikes! This has made feeding time a joy for both of us.",Positive,,,zz,0.115320889,0.273492089,0.123210547,0.148623184,0.133221555,0.071447855,0.219217279,0.273492089,2,Cooking time,,,,
752,752,193098,B001SAOE5I,XXX,XXX,1,1,5,1322179200,Love these pickles.  Already on jar #3 They have a salty taste and are crunchy.,Looked everywhere for these pickles and found them on amazon.  I love the salty taste and they are crunchy too. Similar to the pickles I had once at a New York deli.Loved them.,Positive,,,zz,0.060347652,0.061217425,0.157260989,0.09912803,0.092393535,0.070046592,0.092629163,0.157260989,3,Flavor/Taste,,,,
753,753,193476,B004R8L6NQ,XXX,XXX,0,0,1,1336953600,Lame,"The instructions tell you to add the milk and the pudding mix, stir for 2 minutes and then say the magic words and watch the pudding change color.  In reality, as soon as you add the milk, the green powder turns into green pudding.  Super lame.  The kids were bummed.",Negative,,,zz,0.056252713,0.071838971,0.080142511,0.084605887,0.042836002,0.076824274,0.069223673,0.084605887,4,Nutrition,,,,
754,754,193854,B005IW4WFY,XXX,XXX,1,1,5,1326326400,Great combination of nutrition and taste.,"I'm a healthy food eater and a big label reader, so I was excited to try these Cinnamon Oat Clusters with Flax Seeds.  The best trait about these clusters is that they are great tasting while still being healthy.  The thought of flax seeds may make some people frown with disgust, but you will not be able to taste them.  I enjoyed them directly from the bag, and also as cereal.  I think they would taste terrific mixed in with some Greek yogurt as well.<br /><br />Each serving has 5 grams of fiber and 16 grams of whole grains, which is a nice bonus.  The only negative is that you might want to stay away if you are a hard-core calorie counter, as each one-third cup contains 120 calories.",Positive,,,zz,0.12250049,0.083227968,0.184257368,0.204251123,0.104731229,0.097584222,0.126281264,0.204251123,4,Nutrition,,,,
755,755,194232,B0009Y8AGI,XXX,XXX,0,0,5,1342483200,Great for all nursing moms!!!,"After a few weeks of latching problems, soreness, bleeding, and constant discomfort, breast feeding seemed like an impossible feat. I went out and bought a dual electric pump, as i had decided to pump exclusively and bottle feed breast milk. I was not producing enough milk. Had to go out and buy formula. That hurt. Baby did not take well to it, and it is so expensive! A friend brought me this tea, and I drink 3-5 servings per day. My milk supply has doubled! I can now feed baby breast milk exclusively! This tea is wonderful. I am not a tea or herbs person, so i don't like how it tastes; I bring milk to light boil, steep and cover for 10 min, and add chocolate syrup. I didn't like it with honey or sugar. I will be purchasing fenugreek and blessed thistle, in hope that I can pump enough to store for when I return to work. But I definitely recommend this tea to ALL nursing mothers. Its inexpensive, and really helps! It is truly a godsend.",Positive,,,zz,0.132544946,0.210951229,0.186845966,0.184966133,0.134018222,0.162309933,0.148210192,0.210951229,2,Cooking time,,,,
756,756,194610,B003ZT61E2,XXX,XXX,0,0,4,1324944000,Yummy.. but has a good amount of sugar in it.,"This coffee is flavorful, creamy and it tasted a lot like a latte that you would purchase at a coffee house.  I was pleasantly surprised by this coffee and didn't think I would like it as much as I did.  There is a good amount of sugar in it which is why I gave it 4 stars instead of 5.  I loved how frothy the coffee was, I anticipated it to be flat and not creamy which is just the opposite of what I experienced.  I wish it had less sugar in it but that is just me.  It is definitely tasty!",Positive,,,zz,0.218663158,0.145097095,0.233352898,0.163229934,0.116896267,0.172051425,0.116722751,0.233352898,3,Flavor/Taste,,,,
757,757,194988,B003LKDV4I,XXX,XXX,2,2,5,1284163200,all purpose pepper,We go through peppercorns.  Besides going in the grinder we morter and pestal for rubs on steaks and sauces.  We have tried the fancy Penzy peppercorns but for our taste we really can't tell much difference.  We like that these are in small bags and so can be kept fresh longer which I find does more for the taste than rarity.  You can't beat the price!,Positive,,,zz,0.089355113,0.06688551,0.182133917,0.145731293,0.074685757,0.174064508,0.087168705,0.182133917,3,Flavor/Taste,,,,
758,758,195366,B001BLZVQ0,XXX,XXX,0,1,5,1277510400,Best food for babies,My niece loves this and Amazon makes it very easy to order and keep having it dropped off monthly.,Positive,,,zz,0.071962949,0.096754609,0.10696552,0.127415276,0.09195369,0.095548016,0.110408167,0.127415276,4,Nutrition,,,,
759,759,195744,B000CQC0BE,XXX,XXX,0,0,5,1278460800,Great decaf green tea,"The tea is wonderful. I have several cups per day, so I will definitely be ordering more in the future.",Positive,,,zz,0.111109744,0.069884958,0.127004901,0.097495795,0.078681921,0.170554157,0.053617922,0.170554157,6,Price,,,,
760,760,196122,B001DTKKAC,XXX,XXX,2,3,1,1230940800,Not Worth The Money!,"As a former chef, I guess I expected a lot of of these steaks when I ordered them.  I had worked with USDA Prime cuts of beef in the past and thought that these would be worth the money.  I prepared them in a manner I learned in culinary school, insuring a well-crusted exterior with a perfect med-rare interior.  The results were less than impressive.  Actually, given the cost, they were down-right bad.<br /><br />When I first looked at the steaks I was wary.  One of the key indicators of Prime meat is ample marbling with fat.  Both of the steaks that arrived looked, to my eyes, to have a fair amount of intermuscular fat but certainly not what I would have hoped for given the nearly $100 price tag.<br /><br />A high grade USDA Choice would be a comprable product and this grade is readily available at normal grocery stores (not just Dean and Deluca type places.)<br /><br />Save your money.  Shop wiser than I did.",Negative,,,zz,0.083286977,0.069225959,0.161137816,0.139976008,0.147571544,0.191441603,0.121952645,0.191441603,6,Price,,,,
761,761,196500,B003WT31IY,XXX,XXX,0,2,2,1307923200,"""case"" of Tuna Fish","ordered the case of tunafish...turned out as advertised but in the end, it wasn't as great a deal as I thought...not bad but not worth my ordering such a large quantity...",Negative,,,zz,0.057631024,0.026052162,0.06177267,0.068653053,0.060076586,0.126622538,0.048491158,0.126622538,6,Price,,,,
762,762,196878,B008JKTTUA,XXX,XXX,0,2,3,1342396800,DELIVERY OF FOOD ITEMS,"Love ""Kind bars but""  When I ordered the Kind bars I thought they would come fine.... but when the UPS person left them on the deck in the sun.... must not have been long.... they became gooey and stick to the wrapper.... there was no indication on the package so they would know that something edible was in there or he probably would have at least put them in the garage... I had two packages so a big investment was disappointing...",Positive,,,zz,0.080685042,0.068088022,0.085004626,0.09998688,0.109736426,0.041522286,0.057529953,0.109736426,5,Packaging,,,,
763,763,197256,B001SAWYIM,XXX,XXX,0,0,5,1323561600,Best Indian sauces available.,This is the best Tikka Masala sauce I have had.  Mr Kook's has the best sauce available on the market for pre-made sauces.  They are easy and delicious.  Mr. Kook's Butter Chicken sauce is phenomenal.,Positive,,,zz,0.043091464,0.045832604,0.096803303,0.068380674,0.0426312,0.042872381,0.054048278,0.096803303,3,Flavor/Taste,,,,
764,764,197634,B001O2DIUC,XXX,XXX,9,10,1,1274140800,Not that real grape flavor,"This juice was very disappointing.  First of all it is not really all grape juice.  The additional Natural Flavors, which means it has a glutamate flavor enhancer is scary.  Real grape juice does not need a flavor enhancers. All it needs is all real grapes.",Negative,,,zz,0.053682646,0.01228169,0.118212038,0.099196473,0.022455806,0.025214657,0.0633919,0.118212038,3,Flavor/Taste,,,,
765,765,198012,B0081XIASW,XXX,XXX,23,23,2,1305244800,"too easy, even for ""not-so-smart"" dogs","i called up Kyjen customer service for a recommendation on a puzzle toy, and *bonus* got a iive person on the phone (brownie points for great service). I have a mini dachshund, who, although adorable, is not so bright and difficult to train. Kyjen kindly recommended the star spinner. But upon receiving this item, my dachshund figured it out within minutes---i thought she had to be a Border Collie to solve it so quickly!<br /><br />Unfortunately, I wanted this toy to last for a while but this one unfortunately is too easy.  See, If you spin the star just 20 degrees, *all* the treat trays are exposed, and all the dog has to do is walk around to each open tray and eat the treats. If the trays were exposed one at a time or randomly. it would increase the dogs playtime and challenge them further.<br /><br />However, my dog does love other Kyjen Toys -- the Tail Teaser,  Egg Babies platypus and Hide-A-Squirrel in the junior size. Based on the great customer service and other toys, i will try some different Kyjen puzzle games instead.",Negative,,,zz,0.111468267,0.111053154,0.127649437,0.17095467,0.210215256,0.160329084,0.107643052,0.210215256,5,Packaging,,,,
766,766,198390,B0064KSK34,XXX,XXX,0,0,3,1346457600,Beary sticky situation,"I myself do like these but others may wish to take note. These bears are not sweet tasting at all. They are slightly chewy and really very sticky so if you have dentures, loose teeth or just don't like things sticking to your teeth you may want to pick something different. Would not be good for small children either.",Positive,,,zz,0.092861557,0.036643911,0.108847917,0.111516072,0.070633019,0.058772745,0.074273345,0.111516072,4,Nutrition,,,,
767,767,198768,B001PMC3QG,XXX,XXX,1,1,5,1237507200,Great Ingredients,"I have been cooking for my dog since before the pet food scare, that gets to be too much at times when you have other things to do or aren't feeling well, I have been feeding the dry Newmans for 3 years but have a spoiled cocker who has to have a little 'something' in with her dry.....this canned food drives her crazy, she just loves it, must be the whitefish in. She gets a teaspoon or so in with her dry & cleans the bowl...Amazons price beats that big box store when you use subscribe & save.",Positive,,,zz,0.176427382,0.147547999,0.126364191,0.140954927,0.139503382,0.198738801,0.118319495,0.198738801,6,Price,,,,
768,768,199146,B000YT989G,XXX,XXX,0,0,5,1309392000,Great Sunflower Seeds,"A better product description would be helpful to potential buyers.  The batch I got was great.  Very lightly roasted, not oily, no salt, very fresh - no hint of rancidity.  Highly recommended.",Positive,,,zz,0.071855709,0.046905212,0.138659442,0.141851794,0.084138644,0.065583237,0.080145109,0.141851794,4,Nutrition,,,,
769,769,199524,B001G8UC8K,XXX,XXX,0,0,5,1334448000,Sinful,"I should never buy these, I can get them very readily at my local warehouse store and when I do I just cannot stop munching on them.<br /><br />I have always found that they are very fresh and very soft, I cab just keep one in my mouth and let it melt very slowly and the flavor stays with me a long item.<br /><br />I love anything chocolate and this is chocolate after all.  Ergo yum....",Positive,,,zz,0.082079684,0.129087716,0.237253018,0.189033984,0.155755494,0.159630283,0.184111628,0.237253018,3,Flavor/Taste,,,,
770,770,199902,B00006LL38,XXX,XXX,0,0,5,1163030400,"easy, fun product...no dirty fingers!","I first bought yipyaps as they are nearly protein free, and my dog was on a low protein diet for liver failure.  But it turned out that all 5 dogs love these yipyaps!  They're cute little crunchy treats, kinda like the old Pez candies but shaped like little bones.  Now I keep a tin in my purse for treats at the vet's office or wherever.  It's great to have a purse/pocket sized treat that never rubs off on your hands with stinky greasy crumbs, like other products.",Positive,,,zz,0.076483577,0.060338237,0.12857414,0.220118501,0.079807389,0.150391008,0.146254772,0.220118501,4,Nutrition,,,,
771,771,200280,B001SIY3EC,XXX,XXX,0,0,4,1267574400,Jack Link's peppered beef jerky,I like the sweetness taste of the Jack Link's peppered beef jerky over their over-salted Hickory beef jerky but it had WAY TOO MUCH black pepper.  I hope that Jack Link can cut the black pepper down to more than half or that Jack Link can come up with another version with less black pepper.,Positive,,,zz,0.072945089,0.011671831,0.124281615,0.056745452,0.064223652,0.087490375,0.048070369,0.124281615,3,Flavor/Taste,,,,
772,772,200658,B001EO5UVK,XXX,XXX,0,0,3,1347494400,don't care for the texture,"I love real black licorice and saw this on sale in a local store so I bought a bag.  I know it said ""soft eating"" right on the bag but other brands I've bought have also been described as soft and had a much better texture.<br /><br />This stuff is really soft.  Like, Play Dough soft.  You can smoosh it and mold it.  It has the feel of something that is not quite cooked, like brad that is still way too doughy in the center because it wasn't baked long enough.  The taste is fine, not too strong but enough, but I just can't get over the texture.  I prefer something that has a little resistance when you bite it.",Positive,,,zz,0.149771598,0.112488325,0.232638986,0.18196815,0.13051344,0.179145795,0.118608161,0.232638986,3,Flavor/Taste,,,,
773,773,201036,B00395570G,XXX,XXX,0,0,5,1297468800,Real nice coffee!,"Just a sweet and enjoyable coffee. Almost a dessert coffee, but I drink it all of the time. No stray grounds, another winner from Van Houtte!!",Positive,,,zz,0.209669318,0.114834139,0.21062943,0.111943232,0.087742102,0.128461963,0.053365702,0.21062943,3,Flavor/Taste,,,,
774,774,201414,B000H7D1LQ,XXX,XXX,0,0,5,1299110400,Best Green Tea Ever,"In my quest to give up coffee and drink green tea, I have tried many different brands. This one is my absolute favorite! I look forward to it every day. A little honey or agave nectar really helps bring out the flavor. I was thrilled to find it here at such a good price. I don't ever want to run out of this wonderful tea.",Positive,,,zz,0.240295569,0.152520648,0.28490983,0.183771665,0.148441351,0.191538441,0.156265945,0.28490983,3,Flavor/Taste,,,,
775,775,201792,B001EQ4W4Y,XXX,XXX,1,3,1,1291075200,Good Idea Gone Bad,"My family is trying to avoid food coloring and I cannot find this product in a local store.  I ordered (1) case of Cherry & (1) case of Grape ""flavored"", ""Invisible"",  Kool-Aid. The product arrived promptly and  both cases of Kool-Aid were clumpy and discolored.<br /><br />(((Sigh))) I wasn't crazy about ordering $30+ worth of Kool-Aid online (minimum purchase is one case/ 4 pk) to begin with, I should have followed my instincts.<br /><br />Buyer Beware.",Negative,,,zz,0.119890749,0.05553539,0.136087479,0.122502373,0.15464165,0.110124318,0.083977156,0.15464165,5,Packaging,,,,
776,776,202170,B004N5UL3O,XXX,XXX,0,0,3,1348876800,What you'd expect in non-lasting flavor,"On one hand, I LOVE the ""purity"" of this product and that you don't have to feel guilty about junky fillers and sweeteners. On the other hand, there isn't a last flavor, so I'd rather just drink mint-flavored water to keep my breath fresh! It tastes great for the first minute in your mouth though!",Positive,,,zz,0.165497586,0.083175809,0.165569961,0.161830956,0.062215275,0.096951183,0.131703411,0.165569961,3,Flavor/Taste,,,,
777,777,202548,B000FRXO6U,XXX,XXX,0,19,4,1202428800,Nothing that can't be fixed.,"Perhaps it's because I live in northern Canada (although that shouldn't be an excuse), but it took a few days for the product to be shipped.  Once, however, it was, it arrive on the last day of the projected delivery day.<br /><br />No complaints.",Positive,,,zz,0.076213315,0.088355481,0.074479298,0.079900596,0.107427692,0.10358211,0.088004413,0.107427692,5,Packaging,,,,
778,778,202926,B001EQ5BUI,XXX,XXX,0,0,5,1350345600,hubby loves it,"I previously bought the smaller packaging <a href=""http://www.amazon.com/gp/product/B001E5DZSO"">India Tree Dark Muscovado Sugar, 1 lb (Pack of 4)</a> which I already reviewed.<br /><br />Hubby likes it in his coffee.  And it works great in baked goods, making them very rich and decadent even when using only 2/3 - 3/4 of the sugar a recipe calls for.<br /><br />This packaging was a better value when I went to reorder, so we got it.  It's just as good.",Positive,,,zz,0.123576309,0.128500592,0.222745385,0.24131751,0.191299883,0.155583859,0.160277121,0.24131751,4,Nutrition,,,,
779,779,203304,B0033HPPIY,XXX,XXX,2,2,5,1300060800,A must have in my collection,"My husband and I have become K-cup addicts since I bought him the machine for Christmas. This is my favorite flavor so far. I'm not a strong coffee drinker, and I'm a total sweet-tooth. All this needs is a little splenda and some half/half and the result is a creamy, low-carb delightful treat!",Positive,,,zz,0.112348357,0.056435315,0.182029737,0.107942848,0.085880178,0.061494188,0.102661129,0.182029737,3,Flavor/Taste,,,,
780,780,203682,B002GWFAM8,XXX,XXX,1,1,5,1313539200,great product,"I am really happy that I found this site for ordering coffee.  The price for organic fair trade coffee beans cannot be beat.  The quality of the coffee is superior as well, and it is a great convenience to have it delivered on a schedule so I never have to worry about running out.  I would recommend this company and service.",Positive,,,zz,0.183223706,0.182719428,0.171130649,0.124170623,0.185363311,0.167842678,0.125555209,0.185363311,5,Packaging,,,,
781,781,204060,B001QEEXCK,XXX,XXX,1,1,1,1244246400,WARNING!!!!,"I used to be a fan of Canidae, but after $2k in recent vet bills and a very sick dog, I found out there is a HUGE amount of Consumer Affairs complaints about this company.<br /><br />After blood work, ultrasound and many other tests trying to figure out why my dog wasn't eating, was throwing up on the rare occasion he did, had pockets of gas the size of base balls (he is a small dog) and had all the symptoms of kidney and liver failure, my vet determined it might be the food. I found that hard to believe, but we couldn't find anything else wrong. If you read the complaints you will see many people have lost their dogs. They started using one of the very companies for production whose imported food killed so many animals a year or so ago.<br /><br />As soon as I quit feeding him this poison, he started getting better. I was one of the lucky ones since my pet did not die, but as I write this, he still has not gained all his weight back.<br /><br />The company is acting as if nothing is wrong. Probably on the advice of their attorneys.<br /><br />You don't need to take my word for it, please read up... http://www.consumeraffairs.com/pets/canidae.html",Negative,,,zz,0.167204766,0.107935746,0.166154039,0.261792204,0.116645418,0.162708622,0.109401959,0.261792204,4,Nutrition,,,,
782,782,204501,B0007OPXLU,XXX,XXX,4,4,1,1170460800,What's wrong with the Bazooka People?,"This replacement, ""new"" softer Bazooka is awful.  I won't chew sugar-free Bazooka any more unless they return to the old formula.",Negative,,,zz,0.021653425,0.036157907,0.055726931,0.081726869,0.049143191,0.047857071,0.078817956,0.081726869,4,Nutrition,,,,
783,783,204879,B00394XQ28,XXX,XXX,0,0,5,1350086400,What's in your body?,Topo Chico makes a great replacement for all those sweet drinks that are no longer in vogue. I use it to quench thirst or compliment food with the fizz. If you are a snob you can add ice and lime. There is not bite to the aftertaste. I always keep a bottle in the fridge for a quick grab.,Positive,,,zz,0.104067721,0.12127886,0.162833328,0.110587047,0.07585611,0.073101977,0.084597548,0.162833328,3,Flavor/Taste,,,,
784,784,205257,B001BORBHO,XXX,XXX,0,3,3,1336867200,Diamond Pet Foods are RECALLED,"I don't know if this particular one is recalled though. But I just thought I'd try to give everyone a heads up though.<br />So, this is not a true review about this products features per say.....but I feel that everyone needs to know that this company has recalled their products and it is going on right now.<br />To begin with, I want to say that I know that unfortunately there are plenty of human products that get recalled too and that is the most important thing. And yes, I know that every time we go eat out or buy any type of store bought food.... that it is a gamble too.<br />But, my family considers our dogs as part of the family and this is very important too.<br /><br />Many years ago I did research to find the best priced grain free. no dye or by product food.<br />I found that some of Diamond Pet Foods had the first ingredient as being the actual real meat.<br />Plus,the grain free food made my baby girl look so healthy and shiny.<br />Also,since it had no fillers and quality ingredients it actually made her stool smaller and less stinky.<br />She has less allergies and it stopped most of her constant itching/biting/licking at her paws and less tear stains.<br />She actually loved the product, by the same maker, named ""Taste Of The Wild"" in Bison the most.<br /><br />But,I am saddened now because Diamond Dog Food has now been RECALLED for ""SALMONELLA CONTAMINATION""<br />This company makes various products that have been recalled.<br />Such as:<br />Diamond Naturals, Wellness, Natural Balance, Taste of The Wild, Apex, Chicken Soup Soul, Canidae, Country Value, 4Health, Natural Balance, Kirkland Signature, Natural Balance, Premium Edge, Professional and Solid Gold.<br /><br />I am saddened that we actually spend more money on these ""better than store"" dog food and they keep getting recalled!<br />So many families have unfortunately lost their fur babies babies and have spent thousands of dollars on Vet bills....when all we are trying to do is buying the ""better"" which are higher priced, dog food ingredients.<br />I am pretty thankful that I had signed up online,for emails about the latest dog food recalls last week.<br />My hubby and I was devastated to see that Diamond Dog Foods, Taste Of The Wild was on the list now.<br />I am sickened by these companies being so careless. When the reason we buy their higher priced food is cuz they are suppose to be healthier!<br />I just wanted to write this and try to stop another baby from getting sick or even worse dying",Positive,,,zz,0.218538769,0.236955005,0.250372715,0.315266706,0.240514398,0.274987938,0.231801666,0.315266706,4,Nutrition,,,,
785,785,205635,B000BXUXP8,XXX,XXX,0,0,4,1297987200,Excellent for sensitive stomachs,"I switched my dog to this canned food after he kept periodically being sick in themiddle of the night once his food had digested. i am happy to say that since doing so, he has not been sick once and that is about 4 months ago. I highly recommend this product for those dogs with sensitive stomachs!",Positive,,,zz,0.162638803,0.046597377,0.073127708,0.133363082,0.081830251,0.099901413,0.108563842,0.162638803,1,After Effect,,,,
786,786,206013,B000R2DUXK,XXX,XXX,1,1,5,1197763200,Delicious heat!,"This is not an extraordinarily hot hot sauce, despite the product description emphasizing the habanero peppers within and it being ""Extra Hot"". It IS a extraordinarily tasty sauce, and aromatic to boot.<br />Yum! Accept no substitutes.<br /><br />Well, do it if you have to, but then go get some Melinda's.",Positive,,,zz,0.056936139,0.07038501,0.1633206,0.127498771,0.120260491,0.131570776,0.040645598,0.1633206,3,Flavor/Taste,,,,
787,787,206391,B00483ER68,XXX,XXX,0,0,5,1349049600,"Great, healthy treats","These are very healthy, natural treats for your dog. About the size of a McDonald's hamburger, but they are really hard. My dog eats them fine, but smaller dogs may like them broken in half at least. They come just wrapped in plastic, so you will want to store them in a ziploc or container after you open the individual packs.<br /><br />They are a bit on the pricey side, but totally worth it for such a healthy treat.",Positive,,,zz,0.144841733,0.055342682,0.131762899,0.251911575,0.180385858,0.168658252,0.107726104,0.251911575,4,Nutrition,,,,
